,config_enc,benchmark,network_type,encoding,configuration,ilp_configuration,k,encoding_t/o,building_successful,encoding_successful,n_nodes,n_edges,utime_enc,max_res_set_size_enc,exit_status_enc,n_vars,n_csts,config_solve,timeout,memory_limit,utime_solve,stime,wtime,max_res_set_size_solve,exit_status_solve,signal,solution_time,deterministic_time,memout,all_rows_eliminated_during_preprocessing,n_rows,n_non_zeros,n_binaries,optimised_value,encoding_m/o,solving_t/o,solving_m/o
664,config0,socfb-USFCA72.mtx,social,ilp,,config0,10,False,True,False,,,59.34,3656692,0,,,,,,,,,,,,,,,,,,,,True,False,False
764,config0,socfb-USFCA72.mtx,social,ilp,,config0,12,False,True,False,,,59.17,3656688,0,,,,,,,,,,,,,,,,,,,,True,False,False
864,config0,socfb-USFCA72.mtx,social,ilp,,config0,16,False,True,False,,,59.91,3656692,0,,,,,,,,,,,,,,,,,,,,True,False,False
59,config0,socfb-Vassar85.mtx,social,ilp,,config0,1,False,True,False,,,109.77,3658744,0,,,,,,,,,,,,,,,,,,,,True,False,False
159,config0,socfb-Vassar85.mtx,social,ilp,,config0,2,False,True,False,,,110.52,3656632,0,,,,,,,,,,,,,,,,,,,,True,False,False
259,config0,socfb-Vassar85.mtx,social,ilp,,config0,3,False,True,False,,,106.34,3656640,0,,,,,,,,,,,,,,,,,,,,True,False,False
359,config0,socfb-Vassar85.mtx,social,ilp,,config0,4,False,True,False,,,105.93,3656624,0,,,,,,,,,,,,,,,,,,,,True,False,False
459,config0,socfb-Vassar85.mtx,social,ilp,,config0,6,False,True,False,,,106.82,3656644,0,,,,,,,,,,,,,,,,,,,,True,False,False
559,config0,socfb-Vassar85.mtx,social,ilp,,config0,8,False,True,False,,,106.1,3656640,0,,,,,,,,,,,,,,,,,,,,True,False,False
659,config0,socfb-Vassar85.mtx,social,ilp,,config0,10,False,True,False,,,105.86,3656632,0,,,,,,,,,,,,,,,,,,,,True,False,False
759,config0,socfb-Vassar85.mtx,social,ilp,,config0,12,False,True,False,,,106.32,3656624,0,,,,,,,,,,,,,,,,,,,,True,False,False
859,config0,socfb-Vassar85.mtx,social,ilp,,config0,16,False,True,False,,,108.59,3656636,0,,,,,,,,,,,,,,,,,,,,True,False,False
69,config0,socfb-Wellesley22.mtx,social,ilp,,config0,1,False,True,False,,,77.26,3656548,0,,,,,,,,,,,,,,,,,,,,True,False,False
169,config0,socfb-Wellesley22.mtx,social,ilp,,config0,2,False,True,False,,,75.7,3656660,0,,,,,,,,,,,,,,,,,,,,True,False,False
269,config0,socfb-Wellesley22.mtx,social,ilp,,config0,3,False,True,False,,,90.7,3656660,0,,,,,,,,,,,,,,,,,,,,True,False,False
369,config0,socfb-Wellesley22.mtx,social,ilp,,config0,4,False,True,False,,,88.4,3656660,0,,,,,,,,,,,,,,,,,,,,True,False,False
469,config0,socfb-Wellesley22.mtx,social,ilp,,config0,6,False,True,False,,,87.21,3656652,0,,,,,,,,,,,,,,,,,,,,True,False,False
569,config0,socfb-Wellesley22.mtx,social,ilp,,config0,8,False,True,False,,,87.71,3656652,0,,,,,,,,,,,,,,,,,,,,True,False,False
669,config0,socfb-Wellesley22.mtx,social,ilp,,config0,10,False,True,False,,,84.42,3656656,0,,,,,,,,,,,,,,,,,,,,True,False,False
769,config0,socfb-Wellesley22.mtx,social,ilp,,config0,12,False,True,False,,,83.33,3656652,0,,,,,,,,,,,,,,,,,,,,True,False,False
869,config0,socfb-Wellesley22.mtx,social,ilp,,config0,16,False,True,False,,,83.4,3656652,0,,,,,,,,,,,,,,,,,,,,True,False,False
71,config0,socfb-Williams40.mtx,social,ilp,,config0,1,False,True,False,,,118.33,3656636,0,,,,,,,,,,,,,,,,,,,,True,False,False
171,config0,socfb-Williams40.mtx,social,ilp,,config0,2,False,True,False,,,113.96,3656704,0,,,,,,,,,,,,,,,,,,,,True,False,False
271,config0,socfb-Williams40.mtx,social,ilp,,config0,3,False,True,False,,,112.91,3656724,0,,,,,,,,,,,,,,,,,,,,True,False,False
371,config0,socfb-Williams40.mtx,social,ilp,,config0,4,False,True,False,,,117.4,3656732,0,,,,,,,,,,,,,,,,,,,,True,False,False
471,config0,socfb-Williams40.mtx,social,ilp,,config0,6,False,True,False,,,129.19,3658764,0,,,,,,,,,,,,,,,,,,,,True,False,False
571,config0,socfb-Williams40.mtx,social,ilp,,config0,8,False,True,False,,,126.47,3656716,0,,,,,,,,,,,,,,,,,,,,True,False,False
671,config0,socfb-Williams40.mtx,social,ilp,,config0,10,False,True,False,,,125.35,3656716,0,,,,,,,,,,,,,,,,,,,,True,False,False
771,config0,socfb-Williams40.mtx,social,ilp,,config0,12,False,True,False,,,125.1,3656724,0,,,,,,,,,,,,,,,,,,,,True,False,False
871,config0,socfb-Williams40.mtx,social,ilp,,config0,16,False,True,False,,,117.67,3656728,0,,,,,,,,,,,,,,,,,,,,True,False,False
72,config0,socfb-nips-ego.edges,social,ilp,,config0,1,False,True,False,,,51.45,3727164,0,,,,,,,,,,,,,,,,,,,,True,False,False
172,config0,socfb-nips-ego.edges,social,ilp,,config0,2,False,True,False,,,10.84,3728276,0,,,,,,,,,,,,,,,,,,,,True,False,False
272,config0,socfb-nips-ego.edges,social,ilp,,config0,3,False,True,False,,,10.99,3728268,0,,,,,,,,,,,,,,,,,,,,True,False,False
372,config0,socfb-nips-ego.edges,social,ilp,,config0,4,False,True,False,,,11.2,3728264,0,,,,,,,,,,,,,,,,,,,,True,False,False
472,config0,socfb-nips-ego.edges,social,ilp,,config0,6,False,True,False,,,11.08,3728280,0,,,,,,,,,,,,,,,,,,,,True,False,False
572,config0,socfb-nips-ego.edges,social,ilp,,config0,8,False,True,False,,,10.92,3728272,0,,,,,,,,,,,,,,,,,,,,True,False,False
672,config0,socfb-nips-ego.edges,social,ilp,,config0,10,False,True,False,,,10.97,3728272,0,,,,,,,,,,,,,,,,,,,,True,False,False
772,config0,socfb-nips-ego.edges,social,ilp,,config0,12,False,True,False,,,10.81,3728276,0,,,,,,,,,,,,,,,,,,,,True,False,False
872,config0,socfb-nips-ego.edges,social,ilp,,config0,16,False,True,False,,,11.22,3728280,0,,,,,,,,,,,,,,,,,,,,True,False,False
34,config0,web-EPA.edges,webgraph,ilp,,config0,1,False,True,False,,,38.49,3728616,0,,,,,,,,,,,,,,,,,,,,True,False,False
134,config0,web-EPA.edges,webgraph,ilp,,config0,2,False,True,False,,,20.01,3728420,0,,,,,,,,,,,,,,,,,,,,True,False,False
234,config0,web-EPA.edges,webgraph,ilp,,config0,3,False,True,False,,,20.03,3728428,0,,,,,,,,,,,,,,,,,,,,True,False,False
334,config0,web-EPA.edges,webgraph,ilp,,config0,4,False,True,False,,,19.89,3728392,0,,,,,,,,,,,,,,,,,,,,True,False,False
434,config0,web-EPA.edges,webgraph,ilp,,config0,6,False,True,False,,,19.68,3728428,0,,,,,,,,,,,,,,,,,,,,True,False,False
534,config0,web-EPA.edges,webgraph,ilp,,config0,8,False,True,False,,,20.12,3728420,0,,,,,,,,,,,,,,,,,,,,True,False,False
634,config0,web-EPA.edges,webgraph,ilp,,config0,10,False,True,False,,,19.8,3728428,0,,,,,,,,,,,,,,,,,,,,True,False,False
734,config0,web-EPA.edges,webgraph,ilp,,config0,12,False,True,False,,,22.93,3728408,0,,,,,,,,,,,,,,,,,,,,True,False,False
834,config0,web-EPA.edges,webgraph,ilp,,config0,16,False,True,False,,,21.72,3728396,0,,,,,,,,,,,,,,,,,,,,True,False,False
36,config0,web-edu.mtx,webgraph,ilp,,config0,1,False,True,False,,,52.81,3656636,0,,,,,,,,,,,,,,,,,,,,True,False,False
136,config0,web-edu.mtx,webgraph,ilp,,config0,2,False,True,False,,,34.17,3656680,0,,,,,,,,,,,,,,,,,,,,True,False,False
236,config0,web-edu.mtx,webgraph,ilp,,config0,3,False,True,False,,,36.67,3656684,0,,,,,,,,,,,,,,,,,,,,True,False,False
336,config0,web-edu.mtx,webgraph,ilp,,config0,4,False,True,False,,,36.52,3656684,0,,,,,,,,,,,,,,,,,,,,True,False,False
436,config0,web-edu.mtx,webgraph,ilp,,config0,6,False,True,False,,,34.32,3656680,0,,,,,,,,,,,,,,,,,,,,True,False,False
536,config0,web-edu.mtx,webgraph,ilp,,config0,8,False,True,False,,,37.08,3656672,0,,,,,,,,,,,,,,,,,,,,True,False,False
636,config0,web-edu.mtx,webgraph,ilp,,config0,10,False,True,False,,,34.0,3656680,0,,,,,,,,,,,,,,,,,,,,True,False,False
736,config0,web-edu.mtx,webgraph,ilp,,config0,12,False,True,False,,,34.25,3656688,0,,,,,,,,,,,,,,,,,,,,True,False,False
836,config0,web-edu.mtx,webgraph,ilp,,config0,16,False,True,False,,,35.74,3656680,0,,,,,,,,,,,,,,,,,,,,True,False,False
37,config0,web-indochina-2004.mtx,webgraph,ilp,,config0,1,False,True,False,,,63.28,3656728,0,,,,,,,,,,,,,,,,,,,,True,False,False
137,config0,web-indochina-2004.mtx,webgraph,ilp,,config0,2,False,True,False,,,62.55,3656708,0,,,,,,,,,,,,,,,,,,,,True,False,False
237,config0,web-indochina-2004.mtx,webgraph,ilp,,config0,3,False,True,False,,,60.92,3656704,0,,,,,,,,,,,,,,,,,,,,True,False,False
337,config0,web-indochina-2004.mtx,webgraph,ilp,,config0,4,False,True,False,,,63.61,3656696,0,,,,,,,,,,,,,,,,,,,,True,False,False
437,config0,web-indochina-2004.mtx,webgraph,ilp,,config0,6,False,True,False,,,62.86,3656712,0,,,,,,,,,,,,,,,,,,,,True,False,False
537,config0,web-indochina-2004.mtx,webgraph,ilp,,config0,8,False,True,False,,,62.06,3656708,0,,,,,,,,,,,,,,,,,,,,True,False,False
637,config0,web-indochina-2004.mtx,webgraph,ilp,,config0,10,False,True,False,,,61.63,3656712,0,,,,,,,,,,,,,,,,,,,,True,False,False
737,config0,web-indochina-2004.mtx,webgraph,ilp,,config0,12,False,True,False,,,61.33,3656712,0,,,,,,,,,,,,,,,,,,,,True,False,False
837,config0,web-indochina-2004.mtx,webgraph,ilp,,config0,16,False,True,False,,,61.11,3656712,0,,,,,,,,,,,,,,,,,,,,True,False,False
35,config0,web-spam.mtx,webgraph,ilp,,config0,1,False,True,False,,,52.66,3656592,0,,,,,,,,,,,,,,,,,,,,True,False,False
135,config0,web-spam.mtx,webgraph,ilp,,config0,2,False,True,False,,,47.39,3656692,0,,,,,,,,,,,,,,,,,,,,True,False,False
235,config0,web-spam.mtx,webgraph,ilp,,config0,3,False,True,False,,,46.15,3656688,0,,,,,,,,,,,,,,,,,,,,True,False,False
335,config0,web-spam.mtx,webgraph,ilp,,config0,4,False,True,False,,,47.57,3656684,0,,,,,,,,,,,,,,,,,,,,True,False,False
435,config0,web-spam.mtx,webgraph,ilp,,config0,6,False,True,False,,,45.46,3656680,0,,,,,,,,,,,,,,,,,,,,True,False,False
535,config0,web-spam.mtx,webgraph,ilp,,config0,8,False,True,False,,,45.3,3656680,0,,,,,,,,,,,,,,,,,,,,True,False,False
635,config0,web-spam.mtx,webgraph,ilp,,config0,10,False,True,False,,,43.75,3656684,0,,,,,,,,,,,,,,,,,,,,True,False,False
735,config0,web-spam.mtx,webgraph,ilp,,config0,12,False,True,False,,,44.31,3656688,0,,,,,,,,,,,,,,,,,,,,True,False,False
835,config0,web-spam.mtx,webgraph,ilp,,config0,16,False,True,False,,,44.52,3656684,0,,,,,,,,,,,,,,,,,,,,True,False,False
38,config0,web-webbase-2001.mtx,webgraph,ilp,,config0,1,False,True,False,,,46.88,3656712,0,,,,,,,,,,,,,,,,,,,,True,False,False
138,config0,web-webbase-2001.mtx,webgraph,ilp,,config0,2,False,True,False,,,41.79,3656692,0,,,,,,,,,,,,,,,,,,,,True,False,False
238,config0,web-webbase-2001.mtx,webgraph,ilp,,config0,3,False,True,False,,,42.0,3656656,0,,,,,,,,,,,,,,,,,,,,True,False,False
338,config0,web-webbase-2001.mtx,webgraph,ilp,,config0,4,False,True,False,,,42.46,3656620,0,,,,,,,,,,,,,,,,,,,,True,False,False
438,config0,web-webbase-2001.mtx,webgraph,ilp,,config0,6,False,True,False,,,41.38,3656684,0,,,,,,,,,,,,,,,,,,,,True,False,False
538,config0,web-webbase-2001.mtx,webgraph,ilp,,config0,8,False,True,False,,,42.08,3656656,0,,,,,,,,,,,,,,,,,,,,True,False,False
638,config0,web-webbase-2001.mtx,webgraph,ilp,,config0,10,False,True,False,,,46.75,3658700,0,,,,,,,,,,,,,,,,,,,,True,False,False
738,config0,web-webbase-2001.mtx,webgraph,ilp,,config0,12,False,True,False,,,44.36,3656624,0,,,,,,,,,,,,,,,,,,,,True,False,False
838,config0,web-webbase-2001.mtx,webgraph,ilp,,config0,16,False,True,False,,,46.35,3656688,0,,,,,,,,,,,,,,,,,,,,True,False,False
5,config1,MadridAdj.txt,kaustav,ilp,,config1,1,False,True,True,54.0,226.0,1.36,52736,0,108.0,766.0,config1,7200.0,4000000.0,158.84,0.16,0:59,55692.0,0.0,,59.73,59.54,False,False,633.0,7744.0,54.0,17.0,False,False,False
105,config1,MadridAdj.txt,kaustav,ilp,,config1,2,False,True,True,54.0,226.0,11.73,52104,0,108.0,214.0,config1,7200.0,4000000.0,114.72,0.09,1:04,24720.0,0.0,,64.6,2.62,False,False,71.0,322.0,37.0,36.0,False,False,False
205,config1,MadridAdj.txt,kaustav,ilp,,config1,3,True,True,True,,,3600.56,49480,0,,,,,,,,,,,,,,,,,,,,False,False,False
305,config1,MadridAdj.txt,kaustav,ilp,,config1,4,True,True,True,,,3598.92,49484,0,,,,,,,,,,,,,,,,,,,,False,False,False
405,config1,MadridAdj.txt,kaustav,ilp,,config1,6,True,True,True,,,3599.77,49476,0,,,,,,,,,,,,,,,,,,,,False,False,False
505,config1,MadridAdj.txt,kaustav,ilp,,config1,8,True,True,True,,,3599.38,49472,0,,,,,,,,,,,,,,,,,,,,False,False,False
605,config1,MadridAdj.txt,kaustav,ilp,,config1,10,True,True,True,,,3599.75,49468,0,,,,,,,,,,,,,,,,,,,,False,False,False
705,config1,MadridAdj.txt,kaustav,ilp,,config1,12,True,True,True,,,3598.9,49468,0,,,,,,,,,,,,,,,,,,,,False,False,False
805,config1,MadridAdj.txt,kaustav,ilp,,config1,16,True,True,True,,,3599.34,49472,0,,,,,,,,,,,,,,,,,,,,False,False,False
4,config1,ParisAdj.txt,kaustav,ilp,,config1,1,False,True,True,10.0,14.0,1.16,51864,0,20.0,42.0,config1,7200.0,4000000.0,0.54,0.01,0:01,21488.0,0.0,,0.95,0.28,False,False,22.0,93.0,10.0,4.0,False,False,False
104,config1,ParisAdj.txt,kaustav,ilp,,config1,2,False,True,True,10.0,14.0,1.18,51860,0,20.0,29.0,config1,7200.0,4000000.0,0.39,0.01,0:00,10892.0,0.0,,0.68,0.1,False,False,5.0,14.0,4.0,7.0,False,False,False
204,config1,ParisAdj.txt,kaustav,ilp,,config1,3,False,True,True,10.0,14.0,1.27,51856,0,20.0,28.0,config1,7200.0,4000000.0,0.0,0.0,0:00,7492.0,0.0,,0.61,0.03,False,True,,,,8.0,False,False,False
304,config1,ParisAdj.txt,kaustav,ilp,,config1,4,False,True,True,10.0,14.0,1.64,51864,0,20.0,28.0,config1,7200.0,4000000.0,0.0,0.01,0:00,7492.0,0.0,,0.3,0.03,False,True,,,,8.0,False,False,False
404,config1,ParisAdj.txt,kaustav,ilp,,config1,6,False,True,True,10.0,14.0,3.47,51860,0,20.0,28.0,config1,7200.0,4000000.0,0.0,0.0,0:00,7492.0,0.0,,0.59,0.03,False,True,,,,8.0,False,False,False
504,config1,ParisAdj.txt,kaustav,ilp,,config1,8,False,True,True,10.0,14.0,4.43,51856,0,20.0,28.0,config1,7200.0,4000000.0,0.0,0.0,0:00,7492.0,0.0,,0.75,0.03,False,True,,,,8.0,False,False,False
604,config1,ParisAdj.txt,kaustav,ilp,,config1,10,False,True,True,10.0,14.0,4.75,51952,0,20.0,28.0,config1,7200.0,4000000.0,0.0,0.02,0:00,7492.0,0.0,,0.01,0.03,False,True,,,,8.0,False,False,False
704,config1,ParisAdj.txt,kaustav,ilp,,config1,12,False,True,True,10.0,14.0,4.44,51856,0,20.0,28.0,config1,7200.0,4000000.0,0.0,0.01,0:00,7492.0,0.0,,0.27,0.03,False,True,,,,8.0,False,False,False
804,config1,ParisAdj.txt,kaustav,ilp,,config1,16,False,True,True,10.0,14.0,4.47,51864,0,20.0,28.0,config1,7200.0,4000000.0,0.0,0.02,0:00,7492.0,0.0,,0.01,0.03,False,True,,,,8.0,False,False,False
6,config1,PhilippineAdj.txt,kaustav,ilp,,config1,1,False,True,True,14.0,51.0,1.18,51900,0,28.0,58.0,config1,7200.0,4000000.0,79.61,0.04,0:48,23764.0,0.0,,48.25,1.52,False,False,38.0,257.0,14.0,5.0,False,False,False
106,config1,PhilippineAdj.txt,kaustav,ilp,,config1,2,False,True,True,14.0,51.0,1.23,51896,0,28.0,82.0,config1,7200.0,4000000.0,1.12,0.01,0:01,21424.0,0.0,,1.9,0.48,False,False,8.0,52.0,5.0,12.0,False,False,False
206,config1,PhilippineAdj.txt,kaustav,ilp,,config1,3,False,True,True,14.0,51.0,1.94,51892,0,28.0,41.0,config1,7200.0,4000000.0,0.0,0.0,0:00,7496.0,0.0,,0.3,0.04,False,True,,,,13.0,False,False,False
306,config1,PhilippineAdj.txt,kaustav,ilp,,config1,4,False,True,True,14.0,51.0,9.26,51888,0,28.0,41.0,config1,7200.0,4000000.0,0.0,0.0,0:00,7496.0,0.0,,0.73,0.04,False,True,,,,13.0,False,False,False
406,config1,PhilippineAdj.txt,kaustav,ilp,,config1,6,False,True,True,14.0,51.0,170.52,51884,0,28.0,41.0,config1,7200.0,4000000.0,0.01,0.01,0:00,7496.0,0.0,,0.01,0.04,False,True,,,,13.0,False,False,False
506,config1,PhilippineAdj.txt,kaustav,ilp,,config1,8,False,True,True,14.0,51.0,694.69,51880,0,28.0,41.0,config1,7200.0,4000000.0,0.0,0.01,0:00,7496.0,0.0,,0.35,0.04,False,True,,,,13.0,False,False,False
606,config1,PhilippineAdj.txt,kaustav,ilp,,config1,10,False,True,True,14.0,51.0,1110.67,51884,0,28.0,41.0,config1,7200.0,4000000.0,0.0,0.0,0:00,7496.0,0.0,,0.3,0.04,False,True,,,,13.0,False,False,False
706,config1,PhilippineAdj.txt,kaustav,ilp,,config1,12,False,True,True,14.0,51.0,1151.45,51892,0,28.0,41.0,config1,7200.0,4000000.0,0.0,0.0,0:01,7496.0,0.0,,0.85,0.04,False,True,,,,13.0,False,False,False
806,config1,PhilippineAdj.txt,kaustav,ilp,,config1,16,False,True,True,14.0,51.0,1181.9,51892,0,28.0,41.0,config1,7200.0,4000000.0,0.0,0.0,0:00,7496.0,0.0,,0.81,0.04,False,True,,,,13.0,False,False,False
7,config1,ZerkaniAdj.txt,kaustav,ilp,,config1,1,False,True,True,39.0,89.0,1.28,52016,0,78.0,366.0,config1,7200.0,4000000.0,150.56,0.57,1:11,30384.0,0.0,,71.79,10.84,False,False,196.0,1348.0,39.0,14.0,False,False,False
107,config1,ZerkaniAdj.txt,kaustav,ilp,,config1,2,False,True,True,39.0,89.0,3.79,52000,0,78.0,125.0,config1,7200.0,4000000.0,94.94,0.27,0:49,24036.0,0.0,,48.98,1.85,False,False,39.0,135.0,23.0,26.0,False,False,False
207,config1,ZerkaniAdj.txt,kaustav,ilp,,config1,3,False,True,True,39.0,89.0,485.84,51264,0,78.0,112.0,config1,7200.0,4000000.0,0.0,0.0,0:00,7504.0,0.0,,0.52,0.13,False,True,,,,31.0,False,False,False
307,config1,ZerkaniAdj.txt,kaustav,ilp,,config1,4,True,True,True,,,3589.13,49356,0,,,,,,,,,,,,,,,,,,,,False,False,False
407,config1,ZerkaniAdj.txt,kaustav,ilp,,config1,6,True,True,True,,,3589.56,49352,0,,,,,,,,,,,,,,,,,,,,False,False,False
507,config1,ZerkaniAdj.txt,kaustav,ilp,,config1,8,True,True,True,,,3591.29,49352,0,,,,,,,,,,,,,,,,,,,,False,False,False
607,config1,ZerkaniAdj.txt,kaustav,ilp,,config1,10,True,True,True,,,3591.5,49348,0,,,,,,,,,,,,,,,,,,,,False,False,False
707,config1,ZerkaniAdj.txt,kaustav,ilp,,config1,12,True,True,True,,,3589.91,49356,0,,,,,,,,,,,,,,,,,,,,False,False,False
807,config1,ZerkaniAdj.txt,kaustav,ilp,,config1,16,True,True,True,,,3590.57,49352,0,,,,,,,,,,,,,,,,,,,,False,False,False
56,config1,ca-CondMat.mtx,collaboration,ilp,,config1,1,True,True,True,,,3581.45,251656,0,,,,,,,,,,,,,,,,,,,,False,False,False
156,config1,ca-CondMat.mtx,collaboration,ilp,,config1,2,True,True,True,,,3596.68,220236,0,,,,,,,,,,,,,,,,,,,,False,False,False
256,config1,ca-CondMat.mtx,collaboration,ilp,,config1,3,True,True,True,,,3596.29,220220,0,,,,,,,,,,,,,,,,,,,,False,False,False
356,config1,ca-CondMat.mtx,collaboration,ilp,,config1,4,True,True,True,,,3597.54,220216,0,,,,,,,,,,,,,,,,,,,,False,False,False
456,config1,ca-CondMat.mtx,collaboration,ilp,,config1,6,True,True,True,,,3599.85,220220,0,,,,,,,,,,,,,,,,,,,,False,False,False
556,config1,ca-CondMat.mtx,collaboration,ilp,,config1,8,True,True,True,,,3598.64,220208,0,,,,,,,,,,,,,,,,,,,,False,False,False
656,config1,ca-CondMat.mtx,collaboration,ilp,,config1,10,True,True,True,,,3598.91,218432,0,,,,,,,,,,,,,,,,,,,,False,False,False
756,config1,ca-CondMat.mtx,collaboration,ilp,,config1,12,True,True,True,,,3598.77,220228,0,,,,,,,,,,,,,,,,,,,,False,False,False
856,config1,ca-CondMat.mtx,collaboration,ilp,,config1,16,True,True,True,,,3598.79,218400,0,,,,,,,,,,,,,,,,,,,,False,False,False
57,config1,ca-Erdos992.mtx,collaboration,ilp,,config1,1,True,True,True,,,3599.64,136332,0,,,,,,,,,,,,,,,,,,,,False,False,False
157,config1,ca-Erdos992.mtx,collaboration,ilp,,config1,2,True,True,True,,,3599.7,102252,0,,,,,,,,,,,,,,,,,,,,False,False,False
257,config1,ca-Erdos992.mtx,collaboration,ilp,,config1,3,True,True,True,,,3599.52,102500,0,,,,,,,,,,,,,,,,,,,,False,False,False
357,config1,ca-Erdos992.mtx,collaboration,ilp,,config1,4,True,True,True,,,3600.23,102332,0,,,,,,,,,,,,,,,,,,,,False,False,False
457,config1,ca-Erdos992.mtx,collaboration,ilp,,config1,6,True,True,True,,,3600.11,104112,0,,,,,,,,,,,,,,,,,,,,False,False,False
557,config1,ca-Erdos992.mtx,collaboration,ilp,,config1,8,True,True,True,,,3600.32,104208,0,,,,,,,,,,,,,,,,,,,,False,False,False
657,config1,ca-Erdos992.mtx,collaboration,ilp,,config1,10,True,True,True,,,3587.19,104124,0,,,,,,,,,,,,,,,,,,,,False,False,False
757,config1,ca-Erdos992.mtx,collaboration,ilp,,config1,12,True,True,True,,,3592.36,102496,0,,,,,,,,,,,,,,,,,,,,False,False,False
857,config1,ca-Erdos992.mtx,collaboration,ilp,,config1,16,True,True,True,,,3592.57,102228,0,,,,,,,,,,,,,,,,,,,,False,False,False
55,config1,ca-GrQc.mtx,collaboration,ilp,,config1,1,True,True,True,,,3599.88,156712,0,,,,,,,,,,,,,,,,,,,,False,False,False
155,config1,ca-GrQc.mtx,collaboration,ilp,,config1,2,True,True,True,,,3599.32,101532,0,,,,,,,,,,,,,,,,,,,,False,False,False
255,config1,ca-GrQc.mtx,collaboration,ilp,,config1,3,True,True,True,,,3599.96,101348,0,,,,,,,,,,,,,,,,,,,,False,False,False
355,config1,ca-GrQc.mtx,collaboration,ilp,,config1,4,True,True,True,,,3599.77,101216,0,,,,,,,,,,,,,,,,,,,,False,False,False
455,config1,ca-GrQc.mtx,collaboration,ilp,,config1,6,True,True,True,,,3599.62,101456,0,,,,,,,,,,,,,,,,,,,,False,False,False
555,config1,ca-GrQc.mtx,collaboration,ilp,,config1,8,True,True,True,,,3587.65,103276,0,,,,,,,,,,,,,,,,,,,,False,False,False
655,config1,ca-GrQc.mtx,collaboration,ilp,,config1,10,True,True,True,,,3579.18,101548,0,,,,,,,,,,,,,,,,,,,,False,False,False
755,config1,ca-GrQc.mtx,collaboration,ilp,,config1,12,True,True,True,,,3590.0,101296,0,,,,,,,,,,,,,,,,,,,,False,False,False
855,config1,ca-GrQc.mtx,collaboration,ilp,,config1,16,True,True,True,,,3589.42,101296,0,,,,,,,,,,,,,,,,,,,,False,False,False
54,config1,ca-citeseer.mtx,collaboration,ilp,,config1,1,True,True,True,,,3598.2,1416040,0,,,,,,,,,,,,,,,,,,,,False,False,False
154,config1,ca-citeseer.mtx,collaboration,ilp,,config1,2,True,True,True,,,3599.17,1420496,0,,,,,,,,,,,,,,,,,,,,False,False,False
254,config1,ca-citeseer.mtx,collaboration,ilp,,config1,3,True,True,True,,,3598.36,1421000,0,,,,,,,,,,,,,,,,,,,,False,False,False
354,config1,ca-citeseer.mtx,collaboration,ilp,,config1,4,True,True,True,,,3599.37,1420804,0,,,,,,,,,,,,,,,,,,,,False,False,False
454,config1,ca-citeseer.mtx,collaboration,ilp,,config1,6,True,True,True,,,3598.4,1419760,0,,,,,,,,,,,,,,,,,,,,False,False,False
554,config1,ca-citeseer.mtx,collaboration,ilp,,config1,8,True,True,True,,,3599.11,1420936,0,,,,,,,,,,,,,,,,,,,,False,False,False
654,config1,ca-citeseer.mtx,collaboration,ilp,,config1,10,True,True,True,,,3584.37,1420660,0,,,,,,,,,,,,,,,,,,,,False,False,False
754,config1,ca-citeseer.mtx,collaboration,ilp,,config1,12,True,True,True,,,3588.51,1421000,0,,,,,,,,,,,,,,,,,,,,False,False,False
854,config1,ca-citeseer.mtx,collaboration,ilp,,config1,16,True,True,True,,,3589.58,1420564,0,,,,,,,,,,,,,,,,,,,,False,False,False
53,config1,ca-dblp-2010.mtx,collaboration,ilp,,config1,1,True,True,True,,,3587.96,1323220,0,,,,,,,,,,,,,,,,,,,,False,False,False
153,config1,ca-dblp-2010.mtx,collaboration,ilp,,config1,2,True,True,True,,,3592.21,1318000,0,,,,,,,,,,,,,,,,,,,,False,False,False
253,config1,ca-dblp-2010.mtx,collaboration,ilp,,config1,3,True,True,True,,,3594.73,1319704,0,,,,,,,,,,,,,,,,,,,,False,False,False
353,config1,ca-dblp-2010.mtx,collaboration,ilp,,config1,4,True,True,True,,,3597.54,1318472,0,,,,,,,,,,,,,,,,,,,,False,False,False
453,config1,ca-dblp-2010.mtx,collaboration,ilp,,config1,6,True,True,True,,,3598.33,1319772,0,,,,,,,,,,,,,,,,,,,,False,False,False
553,config1,ca-dblp-2010.mtx,collaboration,ilp,,config1,8,True,True,True,,,3598.69,1318808,0,,,,,,,,,,,,,,,,,,,,False,False,False
653,config1,ca-dblp-2010.mtx,collaboration,ilp,,config1,10,True,True,True,,,3596.64,1320024,0,,,,,,,,,,,,,,,,,,,,False,False,False
753,config1,ca-dblp-2010.mtx,collaboration,ilp,,config1,12,True,True,True,,,3598.73,1319396,0,,,,,,,,,,,,,,,,,,,,False,False,False
853,config1,ca-dblp-2010.mtx,collaboration,ilp,,config1,16,True,True,True,,,3599.09,1318744,0,,,,,,,,,,,,,,,,,,,,False,False,False
51,config1,ca-netscience.mtx,collaboration,ilp,,config1,1,False,True,True,379.0,914.0,24.98,90688,0,758.0,5923.0,config1,7200.0,4000000.0,2.68,0.06,0:06,53676.0,0.0,,6.81,249.19,False,False,3002.0,20711.0,285.0,182.0,False,False,False
151,config1,ca-netscience.mtx,collaboration,ilp,,config1,2,True,True,True,,,3597.17,83544,0,,,,,,,,,,,,,,,,,,,,False,False,False
251,config1,ca-netscience.mtx,collaboration,ilp,,config1,3,True,True,True,,,3598.7,81372,0,,,,,,,,,,,,,,,,,,,,False,False,False
